deal_totalPrice,gross_area,address,house_age,deal_time,deal_unitPrice,floor_number,house_decoration,house_orientation,house_usage,household_style,is_two_five,longitude_latitude,region,with_elevator,xiaoqu,lon,lat
251,133.0,diwujun,8,2018-01,18873,13,其他,南 北,普通住宅,3室2厅1厨1卫,0,"121.528348,38.959586",ganjingzi,1,第五郡一号地,121.528348,38.959586
265,133.17,diwujun,11,2018-01,19900,5,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.539727,38.95991",ganjingzi,1,恒德橄榄季,121.539727,38.95991
300,122.37,diwujun,10,2018-01,24516,4,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.527806,38.956376",ganjingzi,0,第五郡四号地,121.52780600000001,38.956376
217,126.63,diwujun,11,2017-10,17137,7,其他,南 北,普通住宅,3室2厅1厨2卫,5,"121.539727,38.95991",ganjingzi,1,恒德橄榄季,121.539727,38.95991
248,152.37,diwujun,8,2017-10,16277,9,精装,南 北,普通住宅,3室2厅1厨2卫,2,"121.528348,38.959586",ganjingzi,1,第五郡一号地,121.528348,38.959586
280,117.62,diwujun,11,2017-11,23806,5,其他,南 北,普通住宅,4室3厅1厨2卫,5,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
385,167.77,diwujun,8,2017-11,22949,4,精装,南 北,普通住宅,3室1厅1厨2卫,2,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
270,134.78,diwujun,10,2017-11,20033,5,其他,南 北,普通住宅,3室2厅1厨1卫,2,"121.527806,38.956376",ganjingzi,0,第五郡四号地,121.52780600000001,38.956376
221,115.0,diwujun,8,2017-08,19218,16,精装,南 北,普通住宅,3室1厅1厨1卫,0,"121.537019,38.957539",ganjingzi,1,第五郡三号地,121.537019,38.957539000000004
243,127.0,diwujun,11,2017-08,19134,5,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
243,142.38,diwujun,9,2017-09,17068,4,精装,南 北,普通住宅,3室2厅1厨1卫,5,"121.542987,38.950526",ganjingzi,0,美树日记,121.54298700000001,38.950526
230,106.31,diwujun,10,2019-102017-09,21635,5,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.527806,38.956376",ganjingzi,0,第五郡四号地,121.52780600000001,38.956376
234,123.43,diwujun,4,2017-09,18959,5,其他,南 北,普通住宅,4室1厅1厨2卫,0,"121.529393,38.952876",ganjingzi,1,三鼎春天B区,121.529393,38.952876
320,138.63,diwujun,11,2017-07,23084,7,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.531525,38.955632",ganjingzi,1,第五郡五号地,121.531525,38.955632
320,121.58,diwujun,8,2017-07,26321,4,毛坯,南 北,普通住宅,2室3厅1厨3卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
349,151.83,diwujun,8,2017-07,22987,4,毛坯,南 北,普通住宅,2室3厅1厨3卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
250,158.01,diwujun,8,2017-07,15822,9,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.528348,38.959586",ganjingzi,1,第五郡一号地,121.528348,38.959586
300,120.28,diwujun,8,2017-08,24942,4,毛坯,南 北,普通住宅,2室3厅1厨3卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
355,169.0,diwujun,8,2017-08,21006,4,毛坯,南 北,普通住宅,3室2厅1厨2卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
330,167.73,diwujun,8,2017-08,19675,4,其他,南 北,普通住宅,3室2厅1厨2卫,5,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
265,146.44,diwujun,11,2017-05,18097,8,毛坯,南 北,普通住宅,3室2厅1厨2卫,0,"121.531525,38.955632",ganjingzi,1,第五郡五号地,121.531525,38.955632
225,116.29,diwujun,8,2017-05,19349,4,其他,南 北,普通住宅,3室2厅1厨1卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
350,112.77,diwujun,10,2017-06,31037,5,精装,南 北,普通住宅,5室3厅1厨2卫,2,"121.527806,38.956376",ganjingzi,0,第五郡四号地,121.52780600000001,38.956376
340,133.44,diwujun,11,2017-06,25480,5,其他,南 北,普通住宅,7室2厅1厨3卫,5,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
330,163.57,diwujun,8,2017-04,20175,4,其他,南 北,普通住宅,4室2厅1厨2卫,2,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
258,108.83,diwujun,10,2017-04,23707,7,精装,南 北,普通住宅,5室3厅1厨2卫,2,"121.527806,38.956376",ganjingzi,1,第五郡四号地,121.52780600000001,38.956376
233,148.8,diwujun,11,2017-04,15659,4,毛坯,南 北,普通住宅,3室2厅1厨2卫,0,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
360,99.17,diwujun,8,2017-04,36302,4,其他,南 北,普通住宅,4室3厅1厨2卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
316,124.9,diwujun,8,2017-04,25301,16,其他,南 北,普通住宅,5室2厅1厨2卫,0,"121.537019,38.957539",ganjingzi,1,第五郡三号地,121.537019,38.957539000000004
403,182.01,diwujun,11,2017-05,22142,8,精装,东南 北,普通住宅,4室2厅1厨2卫,2,"121.531525,38.955632",ganjingzi,1,第五郡五号地,121.531525,38.955632
298,156.78,diwujun,11,2017-02,19008,8,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.531525,38.955632",ganjingzi,1,第五郡五号地,121.531525,38.955632
230,115.99,diwujun,8,2017-03,19830,4,精装,南 北,普通住宅,3室2厅1厨1卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
233,125.0,diwujun,11,2017-03,18640,5,精装,南 北,普通住宅,4室3厅1厨2卫,5,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
237,165.87,diwujun,11,2017-03,14289,5,精装,南 西北,普通住宅,3室2厅1厨2卫,0,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
235,121.6,diwujun,10,2016-12,19326,5,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.527806,38.956376",ganjingzi,0,第五郡四号地,121.52780600000001,38.956376
305,95.93,diwujun,8,2017-01,31795,4,其他,南 北,普通住宅,3室2厅1厨2卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
317,153.54,diwujun,8,2017-01,20647,11,毛坯,南 北,普通住宅,6室3厅1厨4卫,2,"121.537019,38.957539",ganjingzi,1,第五郡三号地,121.537019,38.957539000000004
273,129.64,diwujun,11,2017-01,21059,5,精装,南 北,普通住宅,4室3厅1厨3卫,0,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
248,120.0,diwujun,8,2017-02,20667,4,其他,西南 北,普通住宅,3室2厅1厨1卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
317,154.44,diwujun,2,2019-07,20526,8,毛坯,南 北,普通住宅,3室2厅1厨2卫,0,"121.527468,38.951698",ganjingzi,1,三鼎春天,121.527468,38.951698
278,110.6,diwujun,2,2019-10,25136,8,精装,南 北,普通住宅,4室3厅1厨2卫,0,"121.527468,38.951698",ganjingzi,1,三鼎春天,121.527468,38.951698
380,62.28,ganjingzichengqu,32,2016-07,61015,6,简装,南 北,普通住宅,2室1厅1厨1卫,2,"121.644337,38.979106",ganjingzi,0,北山小区,121.64433700000001,38.979106
305,104.71,diwujun,2,2019-10,29129,9,精装,南 北,普通住宅,5室3厅1厨2卫,0,"121.527468,38.951698",ganjingzi,1,三鼎春天,121.527468,38.951698
310,106.31,diwujun,10,2019-102017-09,29161,5,精装,南 北,普通住宅,4室2厅1厨2卫,2,"121.527806,38.956376",ganjingzi,0,第五郡四号地,121.52780600000001,38.956376
229,107.12,diwujun,2,2019-11,21378,9,毛坯,南 北,普通住宅,3室2厅1厨1卫,0,"121.527468,38.951698",ganjingzi,1,三鼎春天,121.527468,38.951698
342,131.39,diwujun,11,2019-11,26030,5,精装,南 北,普通住宅,3室2厅1厨2卫,2,"121.531525,38.955632",ganjingzi,0,第五郡五号地,121.531525,38.955632
660,240.37,diwujun,8,2019-11,27458,3,毛坯,南 北,普通住宅,7室3厅1厨4卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
285,132.4,diwujun,2,2019-11,21526,5,毛坯,南 北,普通住宅,3室2厅1厨2卫,0,"121.527468,38.951698",ganjingzi,1,三鼎春天,121.527468,38.951698
233,97.05,diwujun,11,2019-11,23957,4,精装,南 北,普通住宅,2室1厅1厨1卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
248,116.34,diwujun,2,2019-11,21317,5,毛坯,南 北,普通住宅,3室2厅1厨1卫,0,"121.527468,38.951698",ganjingzi,1,三鼎春天,121.527468,38.951698
260,104.72,diwujun,8,2019-11,24829,11,毛坯,北 南,普通住宅,2室2厅1厨1卫,0,"121.537019,38.957539",ganjingzi,1,第五郡三号地,121.537019,38.957539000000004
483,163.14,diwujun,8,2019-11,29607,4,精装,南 北,普通住宅,3室2厅1厨2卫,0,"121.536268,38.954847",ganjingzi,1,第五郡六号地,121.53626799999999,38.954846999999994
